"","sample.id","EV1","EV2","EV3","EV4","EV5","EV6","EV7","EV8","EV9","EV10","pop","super_pop","gender"
"12","HG00109",0.0115804172054009,-0.0250215102544115,-0.0188542122594089,0.0192812001844543,-0.00201382196180763,-0.00308274275143491,-0.00297288834134691,-0.0131642901593831,-0.0106820194054516,-0.0226054534771635,"GBR","EUR","male"
"13","HG00110",0.0105170248802831,-0.024741187693598,-0.0161210819914882,0.0168813229267891,-0.00122770553508077,8.26882357680773e-05,0.00475281504226934,-0.0094070797932531,-0.0104393104174098,0.00175685999367518,"GBR","EUR","female"
"14","HG00111",0.0110520074099235,-0.0213699106325166,-0.0156956776370731,0.016417738196571,0.00104678778038022,-0.00733161628791391,0.000518348171431798,-0.0349325729112272,0.0122754442434156,-0.0134760662800664,"GBR","EUR","female"
"15","HG00112",0.0111957102580546,-0.0244898979922299,-0.0153417538432753,0.0154373233162128,0.00257817937093461,-0.000422387829204575,-0.00257766216954847,-0.0178208076740646,-0.0250524079288241,0.00755770484001987,"GBR","EUR","male"
"16","HG00113",0.0114610068498402,-0.0260962163560672,-0.0126646895108654,0.0161128187181072,-0.000657693733257473,-0.00733975504688161,-0.000478907609202097,-0.0212288003370779,-0.00133173287833406,-0.0162185136541129,"GBR","EUR","male"
"17","HG00114",0.0114383524630323,-0.0240974278030411,-0.0163763412272045,0.0149289039834342,-0.000647213201792466,0.000625624830651621,0.00100267697775605,-0.00141926389859701,-0.0122475576333506,0.00280764805574879,"GBR","EUR","male"
"18","HG00115",0.0101960899674903,-0.0237573100491385,-0.0119194733391334,0.0120583269584324,-0.00274783375598448,-0.00101425216916978,-0.00324981307289137,0.00421117712695061,-0.0185373406356696,-0.0018929909797897,"GBR","EUR","male"
"19","HG00116",0.0119391586364002,-0.0234215863951685,-0.0194285748924787,0.0141770074978826,0.0048904019150811,0.00747118619001323,0.00477536101041299,-0.0223269872970336,0.00702355808829843,0.025473271938424,"GBR","EUR","male"
"20","HG00117",0.0121396530708159,-0.0236833587607615,-0.0156366925994857,0.014569026635224,0.0019735944430794,-0.00188483206762628,0.00546440295358048,-0.0248950173516012,0.000336215121501106,0.0192129678105435,"GBR","EUR","male"
"21","HG00118",0.010809885570721,-0.0250170584398345,-0.0135060275156839,0.0146445076446178,-0.00391852638587488,-0.00349515994129804,0.00158799590730318,0.0141486917081263,-0.0228119188934148,-0.000983889208508745,"GBR","EUR","female"
"22","HG00119",0.01066552880698,-0.0272273823898517,-0.0193513847699488,0.0199831599575792,0.000734231263371255,0.00703185606512011,0.00324271204337284,-0.0238519509637597,0.00477492501600928,0.0078703758996738,"GBR","EUR","male"
"23","HG00120",0.0115077483464425,-0.0239044382655891,-0.0199924030536751,0.0156290995736386,0.00389720129434663,0.00698389785376605,0.00453913946433601,-0.0151869849571753,0.00305286828123805,0.0126106227621442,"GBR","EUR","female"
"24","HG00121",0.0110621663944582,-0.0262056664728024,-0.0196579299905745,0.0169261659519922,-0.00136888577715286,-0.003544208261276,0.00388138483451925,-0.013263459138776,0.00206460636744417,-0.00829301489091249,"GBR","EUR","female"
"25","HG00122",0.011862859651254,-0.0255215252970617,-0.01433088787296,0.0150074637132789,-0.00326840993573877,0.000399934044594677,-0.00537165726394472,0.0214623395132193,-0.00990353733354669,0.00748944150856103,"GBR","EUR","female"
"26","HG00123",0.0118994243458048,-0.0254006323797869,-0.0224864685150681,0.0189862499776341,0.00568499741259606,0.00472641416278875,0.00639542806625401,-0.029101357098082,0.0108365483007984,0.0227590513405948,"GBR","EUR","female"
"27","HG00125",0.0123147431680971,-0.0257584614711022,-0.0207089352249291,0.0172244204069298,7.63935407057021e-05,-0.00132016790739737,0.00213371171020164,-0.035466015891463,-0.0136311469915739,0.00383916954084291,"GBR","EUR","female"
"28","HG00126",0.0109857103130776,-0.026489146789434,-0.0182728924211822,0.0194544926647769,-2.87429206380955e-05,0.000493551224622285,0.00184712542431962,0.00835808836523621,-0.0167296322287152,0.00374165535757579,"GBR","EUR","male"
"29","HG00127",0.0103526991398487,-0.024442088139367,-0.0110361407435958,0.0144512372281149,-0.00281784939129139,-0.00300486893869392,-0.00311532270592601,0.0115281296297856,-0.0148344527579481,0.00629496945272521,"GBR","EUR","female"
"30","HG00128",0.0103019170869102,-0.0251576781619516,-0.0097788309452592,0.0142386555115997,-0.000432002742605443,0.00110952757355984,0.00051191763547626,0.00918683777469823,-0.0275600653044901,0.00870930612344107,"GBR","EUR","female"
"31","HG00129",0.011422325939373,-0.0258557082800462,-0.0160083053610902,0.0144030327924424,-0.00297792035269484,-0.00160966468584018,0.00262874423992812,0.00398173001783178,-0.0438382472388769,0.0112606952725336,"GBR","EUR","male"
"32","HG00130",0.0106849288106024,-0.0239784061097423,-0.0129612392044576,0.0147688502462484,0.00141667020390145,-0.00365842357563862,0.000542557357928854,0.0162903313905883,-0.0173389887694888,0.0037868871946796,"GBR","EUR","female"
"33","HG00131",0.0107024703021792,-0.0249260008945069,-0.021913892875028,0.0204499538067556,0.00441070310465419,0.00349754087249965,0.00526821723853472,-0.0429993094147468,0.0161281066112861,0.00786312637570643,"GBR","EUR","male"
"34","HG00132",0.0113373950707343,-0.0251574396723876,-0.0205687358710979,0.0136756404123026,-0.00367306279918271,0.00196673040863422,-0.00233090384658863,0.00306525464488489,-0.0321163505847083,0.00640506241846709,"GBR","EUR","female"
"35","HG00133",0.0109310402414516,-0.0237324352952959,-0.0213951323808839,0.0199482040198875,0.00223944344579713,-0.00226702720228579,0.00469457619298235,-0.0193841635371729,-0.00555971128303607,0.00613143761955157,"GBR","EUR","female"
"36","HG00136",0.0111568253708562,-0.025210804286322,-0.0153472394588312,0.0203901708916403,-0.000998385916393198,-0.00325299435086044,0.000156090513659197,-0.011393687872689,0.00158407240463515,-0.00289129460934019,"GBR","EUR","male"
"37","HG00137",0.0107677518481942,-0.0240757910080841,-0.0208252182403323,0.0179903959314663,0.00124565695507338,0.00206170365267979,0.00882889077028534,-0.0220771666923222,-0.0116014677479162,0.00191826129095786,"GBR","EUR","female"
"38","HG00138",0.00998213384683455,-0.023382969724898,-0.0194647704059516,0.0202311113873821,0.000500491829325319,-0.00304562192614049,0.00165835107960918,-0.0186224239196684,0.0172029209496133,-0.0125877764655702,"GBR","EUR","male"
"39","HG00139",0.0121094497074495,-0.0241328887991989,-0.0179508580229052,0.0204237196798973,0.00414540268344087,-0.0119361893360644,-0.00136611155693569,-0.00465459183035419,0.016540557060588,-0.0147586537497893,"GBR","EUR","male"
"40","HG00140",0.0121491849812151,-0.0253217830843154,-0.0153036363320748,0.0132204874268683,-0.00531684657580248,-0.00810200497344676,0.0050529874112554,-0.0198807803895723,-0.00494320393243,-0.0062466459111814,"GBR","EUR","male"
"41","HG00141",0.0111167880001409,-0.0270249292338552,-0.0189123862721738,0.0191614727835696,-0.00722372610087271,0.000811990259364672,-0.00266771438672715,0.0313054109163505,-0.0146495822131128,-0.00432191057758365,"GBR","EUR","male"
"42","HG00142",0.0101106799610995,-0.0226343417993502,-0.0130170328272244,0.0148850999754944,0.00104849062093541,-0.00212863547050613,0.00299263231089302,-0.000118514532611035,-0.00792116371311793,-0.00288649371157321,"GBR","EUR","male"
"43","HG00143",0.011210337843008,-0.0253970285342286,-0.0132771348294835,0.0143703348069136,0.00152588884400893,-0.0015844036362331,0.00198271725154393,0.012582386594792,-0.01192098668916,-0.00837185864920562,"GBR","EUR","male"
"44","HG00145",0.0106962093204092,-0.0270585915101288,-0.0266897760761073,0.0194734587495388,0.00197481266661782,-0.000622162852483858,0.00192459687584514,-0.0166323151435846,0.0230943409376997,0.00526468813296416,"GBR","EUR","male"
"45","HG00146",0.010244967734919,-0.0252333518013114,-0.0186662639179515,0.019719230099033,0.000622632539377517,0.0020603977906412,0.00556028454399683,-0.00780580649235845,0.0231749080236035,0.00759277074714285,"GBR","EUR","female"
"46","HG00148",0.0109557590315287,-0.0261002720018389,-0.0145616297506247,0.0155459892358018,-0.00178689499541009,-0.00255866418392913,-0.00229558789837908,0.0138074730913358,-0.0252313082301447,0.00826914463471024,"GBR","EUR","male"
"47","HG00149",0.00932699801284666,-0.0246709797995792,-0.019176827752597,0.0119871145336142,0.000798950451271662,0.00115386578948048,-0.00645656179259177,0.0153824265678985,-0.0129226453483203,0.00446633087967077,"GBR","EUR","male"
"48","HG00150",0.0110271444822107,-0.0241212560154471,-0.00972282143705491,0.0138045433809627,0.000838984493555734,0.000812398211763727,-0.00158231544782077,0.000144107059970385,-0.00854516874910285,0.0052875530921704,"GBR","EUR","female"
"49","HG00151",0.0101930312802367,-0.0266790388976169,-0.0122171521095924,0.0149146669820086,-0.0045250110040551,-0.000391771896282613,0.0032942784546696,0.00488931150399488,-0.00951836034841184,-0.007861468612275,"GBR","EUR","male"
"50","HG00154",0.0113960871778105,-0.0243051967692004,-0.0191218559703671,0.0189858849887599,0.00174334807040046,-0.00468252050122149,0.00126020588200998,-0.00844925145991892,0.0301651620976329,-0.00464561637316794,"GBR","EUR","female"
"51","HG00155",0.0107929097360126,-0.0241999879097567,-0.0181203359901352,0.0189044570614253,0.00350247015193849,0.00254691071017233,0.0052025894261431,-0.0174927232766573,0.0101895611562448,0.00612890807019981,"GBR","EUR","male"
"52","HG00157",0.0112319572502281,-0.025418151513505,-0.0168237313735832,0.0149927073353343,0.00412507303714234,0.00318853357909806,0.00615668622176583,-0.0216779644729473,0.0325386479447699,0.00113912069577868,"GBR","EUR","male"
"53","HG00158",0.0117542637039057,-0.0228294578902382,-0.0175493909249577,0.0125842943054702,0.00142699434453564,0.00397803575798519,0.00568849917102954,-0.0323022574148541,0.0144896817127297,0.0120845612276236,"GBR","EUR","female"
"54","HG00159",0.0109516874391844,-0.0235703701999099,-0.0159899982577513,0.0160538150150798,0.00153458567789986,0.00568912478245617,0.00156656539903011,-0.0219068201990567,0.0122818353505577,0.00799245219022454,"GBR","EUR","male"
"55","HG00160",0.0114408481817866,-0.0236700195257555,-0.0182680955194186,0.0176909575900415,0.000942218341205301,0.00327461972332766,0.0128256452191706,-0.0238854541890362,0.00733827713527021,0.023016727927849,"GBR","EUR","male"
"56","HG00171",0.0113189956702519,-0.018515229935142,-0.0162833123846607,0.0146408337893482,0.000410694266385414,0.00523115086286394,0.00807095995671052,-0.0508741782517695,-0.0596939779514156,0.0107441840667615,"FIN","EUR","female"
"57","HG00173",0.0104159908939561,-0.0197561409449557,-0.014899359367672,0.0132359168646171,0.00229005873331177,0.00446476092731155,0.00676515207404427,-0.0428953887058264,-0.0517797686426479,0.00630326717635442,"FIN","EUR","female"
"58","HG00174",0.0110302969859004,-0.0221065867785305,-0.0163947917001248,0.0144952063402845,0.00216693809960444,0.00174629749636726,0.0102421576501685,-0.0513732104937991,-0.0526599569516951,0.0108855430592766,"FIN","EUR","female"
"59","HG00176",0.0117836725922329,-0.0240448166214442,-0.015801407884643,0.0142696270940084,0.00301944778912439,0.00781771978956591,0.00821433243096696,-0.047610171758724,-0.03288168873245,0.0125478538120664,"FIN","EUR","female"
"60","HG00177",0.0112087628880082,-0.0203526361130003,-0.0185857178002478,0.0111206797541827,0.00163177435719016,0.0082989000414112,0.005452402851583,-0.047710272500267,-0.0582761535564995,-0.0016826462930316,"FIN","EUR","female"
"61","HG00178",0.0117443393829986,-0.0236980862977411,-0.0141313045365194,0.0141340301046477,0.000796689035849605,0.00251177212904389,0.00829603304443873,-0.0567457989455382,-0.0565282302772902,-0.00566491722890862,"FIN","EUR","female"
"62","HG00179",0.0113271505749204,-0.0213120605590687,-0.0138963600352674,0.014410645642643,-0.00077624109598437,0.00185360289360293,0.00412544997047397,-0.0188029381178791,-0.0352217396876184,-0.00356175966707531,"FIN","EUR","female"
"63","HG00180",0.0109033641174432,-0.0238695140263623,-0.0137663338081652,0.0173937014611792,0.000779114606714571,0.00676274193410124,0.00302242856912355,-0.0309380936303724,-0.0420187883770048,0.0106153272436625,"FIN","EUR","female"
"64","HG00181",0.00989984444941101,-0.023641282999725,-0.0199866989378829,0.0184802213891055,0.00132975369915275,0.00905837810411277,0.00989253943602896,-0.0268914957104001,-0.0397412190243462,0.00364937184010576,"FIN","EUR","male"
"65","HG00182",0.0120060995400039,-0.01920319386429,-0.015540209715561,0.0100462037350214,0.00219420548081252,0.00357452508830879,0.0062097083140304,-0.0355968615530871,-0.0389294139009358,0.000545190408136619,"FIN","EUR","male"
"66","HG00183",0.0118783469093964,-0.0157070395133218,-0.0147483384108851,0.0115988224057891,-0.00327016925392297,0.0063364643524746,0.00776671468403499,-0.060727025787535,-0.0663183316523024,0.0051992133915545,"FIN","EUR","male"
"67","HG00185",0.011571172641884,-0.0184135710123353,-0.0207710700754222,0.00734589679079076,-0.00277914637214743,0.00440225171623499,0.00835141507503269,-0.0284953959599721,-0.0581228090936821,0.0113027548640742,"FIN","EUR","male"
"68","HG00186",0.012319479948446,-0.0212163770962487,-0.0203267978639997,0.0108261412472475,0.00395006014938971,0.00505625785292627,0.00747340314753543,-0.054727704900109,-0.0679712816105835,0.0105961192187963,"FIN","EUR","male"
"69","HG00187",0.0107621628144082,-0.0202182671873063,-0.0178138276722941,0.00966653286053044,0.00332520611918157,0.00784220222440026,0.00522213436237608,-0.0656673126867198,-0.066654551832276,0.0163188005615154,"FIN","EUR","male"
"70","HG00188",0.0111304010566336,-0.0212451988913577,-0.0167121013409447,0.0148176138743837,-0.00264319249508284,0.00682926503455894,0.0121778634736393,-0.0397832848674783,-0.0788238890503007,0.00376327255749455,"FIN","EUR","male"
"71","HG00189",0.0112196388664507,-0.0200655678266098,-0.0164443836218437,0.0182558116723917,0.00513259596210842,0.00273217640154308,0.00293068979887092,-0.0328767971857877,-0.0564842261959264,0.00558587994752105,"FIN","EUR","male"
"72","HG00190",0.0107787298883708,-0.0208165477555422,-0.0140181575217929,0.0150727023609184,-0.00280364748499002,0.00394913114416329,0.00947095449928417,-0.0421174134317021,-0.0593857068583672,0.00691019563188764,"FIN","EUR","male"
"73","HG00231",0.0106808151548982,-0.0259866374271008,-0.0130503176757577,0.0170542987004891,-0.00329436499762143,-0.000876837740149116,0.00117358525031235,0.00651377743627372,-0.0154909893507561,-0.00612658618487702,"GBR","EUR","female"
"74","HG00232",0.0132678399058001,-0.0261515589468454,-0.0176550681433306,0.0148375401856417,-0.000530454620072362,-0.00236865424277862,-0.00021562475859934,-0.00316565928427331,0.0152798415013206,-0.00885822271103062,"GBR","EUR","female"
"75","HG00233",0.0105515574277538,-0.0241613484096125,-0.0150625603217956,0.0151192710633613,0.00113403924374667,-0.00410376556362727,0.00507921419693196,0.0116799732759634,-0.00869966140047856,0.00360347146098996,"GBR","EUR","female"
"76","HG00234",0.010265559271251,-0.0238939405420612,-0.0119204245680504,0.00911627168490023,-0.00166878251099469,0.00197061522262258,-0.000394234419135077,0.00808478510248436,-0.01985535030182,0.0103904806483721,"GBR","EUR","male"
"77","HG00235",0.0105383624919846,-0.0256811583397736,-0.0159678472233354,0.0146927748042424,-0.00116629126701314,-0.000717807542734314,-0.000970630283293894,0.0209576596067007,-0.0287516562476616,0.00763030272016485,"GBR","EUR","female"
"78","HG00236",0.0120683610952596,-0.0271438835719949,-0.0227903304414468,0.0217387542265638,-0.00340617506152736,-0.014552754897232,-0.00269803268450058,0.00688303388241659,0.0288655989380436,-0.0131025598595246,"GBR","EUR","female"
"79","HG00237",0.0119158926278814,-0.0249282086530841,-0.0196613324281203,0.0179135159431655,0.00056953689104432,-0.00465758025021525,0.00219768704806588,-0.00901434331517296,0.0204858479190925,-0.00949147466113618,"GBR","EUR","female"
"80","HG00238",0.0102977966313778,-0.0228610762082274,-0.0113700661219641,0.0137821513901868,-0.00262986867235458,-0.00584889742177863,-0.00403076301522931,1.34434415177552e-05,-0.0193288743569054,-0.000195407547427167,"GBR","EUR","female"
"81","HG00239",0.010418707413289,-0.0249036086020322,-0.0149266948748197,0.0170815362057341,0.00400852491337298,0.00801789607619968,-0.000779274068110578,0.00102714760993621,-0.0188138525949132,0.0142017710864738,"GBR","EUR","female"
"82","HG00240",0.0106759305991598,-0.0249634434405727,-0.0148867351104908,0.0163032137059895,-0.00268986662813999,-0.00201465617485406,0.000284611617945604,0.0158089322954147,-0.0149782284472889,-0.00202742698239703,"GBR","EUR","female"
"83","HG00242",0.0116652905908328,-0.0235402251222758,-0.0168197611112982,0.0157599431671641,0.000691927976754356,0.00404026222830076,-0.00293906253061519,-0.0331466870975734,-0.000790956101744162,0.0116443537232639,"GBR","EUR","male"
"84","HG00243",0.0119881584097647,-0.0246139679013058,-0.0179161563880596,0.0185133704626127,0.00381499135726512,0.0066996852000074,0.00795468950216654,-0.0235742168229247,0.00511204631665441,0.0141341779006448,"GBR","EUR","male"
"85","HG00244",0.0123864819566588,-0.0281029958940562,-0.0187703103855196,0.0251661739877835,-0.000205456943029865,0.00980930747217985,0.00331029432197532,-0.00625412089080606,0.0061214928483716,0.0153858683792486,"GBR","EUR","male"
"86","HG00245",0.0108511556671777,-0.0233829194890624,-0.0199357689201118,0.0165190410133814,-0.000159581735768492,0.00686963231010644,0.00613617658423371,-0.0222524033245335,0.00917958320067811,0.0118783075360234,"GBR","EUR","female"
"87","HG00246",0.0113535344125846,-0.0233535371710284,-0.0164824752448252,0.0191127700483452,0.00216930927911034,-0.00187056298080131,0.00187626742708844,-0.019750067859528,0.00141928893509158,0.00196596219646086,"GBR","EUR","male"
"88","HG00250",0.0118441449651588,-0.0240962013743013,-0.014294989373101,0.016145912273113,-0.00106194385219221,-0.00741858178463502,0.00297754757162101,-0.0162606544780158,0.00329664895844214,-0.0159853477204759,"GBR","EUR","female"
"89","HG00251",0.011566407200684,-0.0227428911277561,-0.0131808640504946,0.0147043328077138,-0.000121037141569516,-0.000927863075132118,-0.00299367425472606,-0.00589121736799952,0.0180227345222576,-0.00782717241803941,"GBR","EUR","male"
"90","HG00252",0.0115734990090329,-0.0235379635458477,-0.019190038263677,0.013602220678651,-0.000196293733393544,-0.00218824654084352,-0.000204703117975316,-0.00503419587507356,-0.00986556226958958,-0.0150199954880268,"GBR","EUR","male"
"91","HG00253",0.0105604873884369,-0.0259861801629396,-0.0155940136535294,0.0173778630138737,-0.00113373022201148,-0.00504746858147239,-8.06459841141027e-05,0.00208959185002614,0.0186969220009107,-0.014521254090324,"GBR","EUR","female"
"92","HG00254",0.0116017728112341,-0.0261082094732905,-0.0187856273871586,0.0219790309857735,-0.00192318550947588,-0.00691540205933923,0.00298844891896761,-0.0286518002753392,-0.00454231911531827,-0.00529330626032695,"GBR","EUR","female"
"93","HG00255",0.00995189695829328,-0.0256676581067953,-0.0169523815520013,0.0192935995356855,-0.00265033610688013,-0.00126477458523602,0.00714459157333875,-0.00924694233985784,-0.00458612835815685,0.0072216241549657,"GBR","EUR","female"
"94","HG00256",0.0117524899986179,-0.0241287851557281,-0.019921301687001,0.0204966642114678,0.00175411689052732,-0.00454174422815207,-0.00169460958145572,-0.0113827905365958,0.0147277454156603,-0.0117651652227772,"GBR","EUR","male"
"95","HG00257",0.011046952605718,-0.0253208566898225,-0.0170268290706506,0.0195333220980019,-0.000707152127726322,-0.00754657574257373,0.00490837973531333,-0.0264899006314508,-0.00362199941202236,-0.00864470710703774,"GBR","EUR","female"
"96","HG00258",0.0120196956561842,-0.0242015136508006,-0.0156046173674005,0.0198854290208875,0.00520328297485103,0.0092936955694814,0.00652389789735428,-0.031044688941837,0.00702353900528877,0.00985167295089732,"GBR","EUR","female"
"97","HG00259",0.0116466023012793,-0.0225989793393173,-0.0156142752989534,0.0174204070514418,-0.00101653851938929,-0.00969929804428811,0.00801192844522541,-0.0268901300426172,-0.00385689172381957,-0.019162727407242,"GBR","EUR","female"
"98","HG00260",0.0119832107503747,-0.0254246649513931,-0.0135936308545633,0.0197461867354281,-0.00276511756338967,-0.00666155009040667,-0.00195104666828541,-0.0240361839559551,-0.0102152156726718,-0.0132764569309627,"GBR","EUR","male"
"99","HG00261",0.0122060348475582,-0.0263476007023529,-0.0178572438430984,0.0196193520722046,0.000624338713426854,-0.0030035860504811,0.00221111347380711,-0.0103161991188084,-0.00477030466621577,-0.00767864167610613,"GBR","EUR","female"
"100","HG00262",0.0115209393480381,-0.0237591110676877,-0.0199550039742121,0.0167324886827609,0.00474911123276281,0.00305242424992928,0.00572694708362174,-0.0249300856778604,0.0144918322576036,0.0143758322854809,"GBR","EUR","female"
"101","HG00263",0.0100702447056103,-0.0243955095636163,-0.0183728671960819,0.0229265475657685,0.00209053316059987,-0.00684584128049171,0.00323664485664586,-0.0181922828165767,0.00232303115753946,-0.00792540402689243,"GBR","EUR","female"
"102","HG00264",0.0118404692273378,-0.0278684759796221,-0.0192110401656957,0.0194484831413697,0.00258174778133136,0.00464215495292243,0.00313142538242171,-0.000563973626488821,0.0237084663566742,0.00310269642432815,"GBR","EUR","male"
"103","HG00265",0.0112491118851692,-0.0250826665919631,-0.0164537925190472,0.0153244439755232,0.000923063322430913,-0.000916212704038481,0.00397941660794249,-0.0194104835764951,0.00727552567219613,0.00482254927834786,"GBR","EUR","male"
"104","HG00266",0.0120797644423254,-0.0174864961551342,-0.0141534013099288,0.0175151914148642,0.00477545338930185,0.0163529012083233,0.00736967751256733,-0.0614622119431506,-0.0686778025415667,0.0149713648040466,"FIN","EUR","female"
"105","HG00267",0.0114747548936958,-0.0200701209583892,-0.0174142796356006,0.0149735406327818,-0.00343884717348877,0.00606944410395159,0.0034283877403198,-0.0621811547127347,-0.0876649194712032,0.010019363253298,"FIN","EUR","male"
"106","HG00268",0.0120202007623027,-0.0221277173087345,-0.0177172172816007,0.0143705250385562,-0.000648998917640469,-0.00275839973671255,0.00603234314998017,-0.0600413593215805,-0.0310274824158046,0.0014914651760224,"FIN","EUR","female"
"107","HG00269",0.0108415805745669,-0.0201190328618879,-0.012083911733105,0.0139069870068516,0.00358248143389821,0.00385899837724883,0.00557981206753944,-0.0391171762691612,-0.057472876396172,0.00862632617885837,"FIN","EUR","female"
"108","HG00271",0.0115001388093674,-0.0237658139132698,-0.0204773835564018,0.0168889815780901,-0.00193497364081687,0.00210243331730936,0.00939001050271564,-0.0781364047791962,-0.0493444082681101,0.00162408845655361,"FIN","EUR","male"
"109","HG00272",0.0122574234765927,-0.0189036685789178,-0.0163522960673659,0.0135155993878284,0.00698188392212163,0.0207975880115565,0.0133661722301701,-0.0659619457901777,-0.0420436505644014,0.0270090445836143,"FIN","EUR","female"
"110","HG00273",0.0115785877498166,-0.0220714445005721,-0.0195182744296389,0.0209153071406374,-0.000819349884978867,0.00280722242725234,0.00493157819354605,-0.0567447045371522,-0.0529392646030226,-0.00504340394592372,"FIN","EUR","male"
"111","HG00274",0.0122924978891697,-0.0156491423815627,-0.0217770554893429,0.014872535641276,0.00234896396951559,0.00978931482358624,0.0119386565726468,-0.0592976327004415,-0.0427051526289715,0.00638553281678679,"FIN","EUR","female"
"112","HG00275",0.0111626003486513,-0.0216418455282359,-0.0181096070009622,0.0149120809848584,0.00502080513258836,0.00397890187031865,0.00869415904072069,-0.0498570950594113,-0.0186662348456266,0.00137252535769077,"FIN","EUR","female"
"113","HG00276",0.0131143646448622,-0.0192599687425917,-0.0129217079570418,0.0136062036848085,0.000686624759174587,0.0073110722491951,0.011496074939696,-0.0488679004870106,-0.0395206944184954,0.00402517243499179,"FIN","EUR","female"
"114","HG00277",0.0110353775122889,-0.0213294398807804,-0.0155329876834656,0.013103094048006,0.000880948334056707,-0.00117470392239455,0.00788772295882022,-0.0487386638839026,-0.0203158129796754,-0.00281454751564845,"FIN","EUR","male"
"115","HG00278",0.0122917109954904,-0.0183034359103509,-0.0202279983897411,0.0130460102248261,0.000552092822202162,0.00286896920562038,0.00960479488698081,-0.0562183172309655,-0.0349216523640168,0.00102288953907344,"FIN","EUR","male"
"116","HG00280",0.0110557171149837,-0.0167723689491051,-0.0161251045946946,0.00928195931323733,0.00552911264564018,0.00401862283921267,0.00995462503323549,-0.058308945101394,-0.0264529268487163,-0.00239299340528752,"FIN","EUR","male"
"117","HG00281",0.0124964926740634,-0.0170043260069005,-0.0167949617494436,0.0116562335373242,0.00406328364640225,0.0102688301907176,0.00958795138316027,-0.0633966665390762,-0.0465016363845156,0.00164727492553377,"FIN","EUR","female"
"118","HG00282",0.0104432559054254,-0.0201685403698937,-0.0197887501037385,0.017228660048058,0.000975154082545621,0.0102288566724015,0.00486609893355311,-0.065331424866474,-0.0423965982762669,0.0118344133575434,"FIN","EUR","female"
"119","HG00284",0.0117008217284838,-0.0199870755835624,-0.0171433426932686,0.0146877988788615,0.00383339699658749,0.00183003062631708,0.00870643819506889,-0.0696279900825011,-0.0591745416174155,0.00179990867470043,"FIN","EUR","male"
"120","HG00285",0.0109195016757214,-0.0201124581069277,-0.0191442694298074,0.0144177186814613,0.00511446573588506,0.0130001831586612,0.0125854480227483,-0.0659287124474158,-0.0494096359518378,0.0120110387537819,"FIN","EUR","female"
"121","HG00288",0.0114732124566107,-0.0225960058139066,-0.0150673574770982,0.016227953642353,-0.00627493402990182,0.00736296055377789,0.00699833048301296,-0.0461469048116123,-0.0748094448775865,0.017515352158317,"FIN","EUR","female"
